txn_id,thread_id,latency_ms,retries
489,MongoDB TX-thread-489,4380.667686462402,0
398,MongoDB TX-thread-398,4439.136266708374,0
491,MongoDB TX-thread-491,4380.887746810913,0
361,MongoDB TX-thread-361,4450.664758682251,0
454,MongoDB TX-thread-454,4425.452947616577,0
372,MongoDB TX-thread-372,4449.9475955963135,0
362,MongoDB TX-thread-362,4454.064846038818,0
456,MongoDB TX-thread-456,4426.45525932312,0
459,MongoDB TX-thread-459,4427.008390426636,0
352,MongoDB TX-thread-352,4458.885431289673,0
356,MongoDB TX-thread-356,4457.678556442261,0
455,MongoDB TX-thread-455,4429.05068397522,0
369,MongoDB TX-thread-369,4453.705549240112,0
357,MongoDB TX-thread-357,4458.685874938965,0
296,MongoDB TX-thread-296,4479.077339172363,0
364,MongoDB TX-thread-364,4456.454277038574,0
367,MongoDB TX-thread-367,4455.532073974609,0
349,MongoDB TX-thread-349,4462.893486022949,0
290,MongoDB TX-thread-290,4482.243061065674,0
373,MongoDB TX-thread-373,4455.603837966919,0
320,MongoDB TX-thread-320,4474.988698959351,0
437,MongoDB TX-thread-437,4439.194202423096,0
465,MongoDB TX-thread-465,4430.150985717773,0
457,MongoDB TX-thread-457,4434.420108795166,0
390,MongoDB TX-thread-390,4452.8608322143555,0
453,MongoDB TX-thread-453,4435.7194900512695,0
360,MongoDB TX-thread-360,4462.029695510864,0
380,MongoDB TX-thread-380,4457.192897796631,0
318,MongoDB TX-thread-318,4478.676795959473,0
434,MongoDB TX-thread-434,4442.8606033325195,0
460,MongoDB TX-thread-460,4435.029029846191,0
325,MongoDB TX-thread-325,4477.22601890564,0
286,MongoDB TX-thread-286,4490.9563064575195,0
326,MongoDB TX-thread-326,4478.323459625244,0
431,MongoDB TX-thread-431,4446.4921951293945,0
393,MongoDB TX-thread-393,4456.97283744812,0
288,MongoDB TX-thread-288,4491.983413696289,0
497,MongoDB TX-thread-497,4396.461725234985,0
458,MongoDB TX-thread-458,4439.80598449707,0
469,MongoDB TX-thread-469,4451.501846313477,0
423,MongoDB TX-thread-423,4464.939117431641,0
386,MongoDB TX-thread-386,4474.613666534424,0
446,MongoDB TX-thread-446,4460.035085678101,0
408,MongoDB TX-thread-408,4470.612287521362,0
409,MongoDB TX-thread-409,4470.612287521362,0
422,MongoDB TX-thread-422,4468.538284301758,0
485,MongoDB TX-thread-485,4418.828725814819,0
427,MongoDB TX-thread-427,4466.713190078735,0
424,MongoDB TX-thread-424,4467.536687850952,0
430,MongoDB TX-thread-430,4466.771841049194,0
447,MongoDB TX-thread-447,4462.417125701904,0
359,MongoDB TX-thread-359,4488.610744476318,0
399,MongoDB TX-thread-399,4475.0425815582275,0
438,MongoDB TX-thread-438,4464.617490768433,0
403,MongoDB TX-thread-403,4475.07381439209,0
521,MongoDB TX-thread-521,4407.583475112915,0
411,MongoDB TX-thread-411,4472.919702529907,0
406,MongoDB TX-thread-406,4476.0870933532715,0
435,MongoDB TX-thread-435,4469.064474105835,0
344,MongoDB TX-thread-344,4496.256351470947,0
480,MongoDB TX-thread-480,4425.281524658203,0
436,MongoDB TX-thread-436,5394.171237945557,0
473,MongoDB TX-thread-473,5386.192321777344,0
616,MongoDB TX-thread-616,5305.994510650635,0
432,MongoDB TX-thread-432,5399.02663230896,0
596,MongoDB TX-thread-596,5397.493124008179,0
520,MongoDB TX-thread-520,5422.589540481567,0
564,MongoDB TX-thread-564,5408.138275146484,0
589,MongoDB TX-thread-589,5404.10852432251,0
468,MongoDB TX-thread-468,5476.975202560425,0
590,MongoDB TX-thread-590,5405.14063835144,0
618,MongoDB TX-thread-618,5397.43971824646,0
439,MongoDB TX-thread-439,5491.601467132568,0
496,MongoDB TX-thread-496,5443.8018798828125,0
414,MongoDB TX-thread-414,5500.216484069824,0
622,MongoDB TX-thread-622,5402.913570404053,0
615,MongoDB TX-thread-615,5404.127836227417,0
471,MongoDB TX-thread-471,5485.699892044067,0
433,MongoDB TX-thread-433,5498.265266418457,0
470,MongoDB TX-thread-470,5487.8129959106445,0
601,MongoDB TX-thread-601,5411.9157791137695,0
502,MongoDB TX-thread-502,5448.287725448608,0
104,MongoDB TX-thread-104,5602.615118026733,0
405,MongoDB TX-thread-405,5509.920120239258,0
610,MongoDB TX-thread-610,5412.0965003967285,0
630,MongoDB TX-thread-630,6312.96181678772,0
652,MongoDB TX-thread-652,6308.713436126709,0
680,MongoDB TX-thread-680,6293.744802474976,0
609,MongoDB TX-thread-609,6322.310924530029,0
663,MongoDB TX-thread-663,6306.499004364014,0
649,MongoDB TX-thread-649,6314.414262771606,0
115,MongoDB TX-thread-115,6513.784170150757,0
654,MongoDB TX-thread-654,6313.252210617065,0
108,MongoDB TX-thread-108,6517.981767654419,0
662,MongoDB TX-thread-662,6312.034368515015,0
703,MongoDB TX-thread-703,6292.150497436523,0
591,MongoDB TX-thread-591,6343.158721923828,0
709,MongoDB TX-thread-709,6297.916650772095,0
699,MongoDB TX-thread-699,6301.875114440918,0
706,MongoDB TX-thread-706,6302.807569503784,0
689,MongoDB TX-thread-689,6308.792591094971,0
587,MongoDB TX-thread-587,6353.639364242554,0
695,MongoDB TX-thread-695,6310.275554656982,0
626,MongoDB TX-thread-626,6341.679096221924,0
109,MongoDB TX-thread-109,6537.7538204193115,0
702,MongoDB TX-thread-702,6310.946226119995,0
594,MongoDB TX-thread-594,6354.026794433594,0
588,MongoDB TX-thread-588,6357.070446014404,0
644,MongoDB TX-thread-644,6339.719533920288,0
617,MongoDB TX-thread-617,6348.531723022461,0
598,MongoDB TX-thread-598,6355.229616165161,0
737,MongoDB TX-thread-737,6302.634000778198,0
597,MongoDB TX-thread-597,6356.2331199646,0
612,MongoDB TX-thread-612,6349.621295928955,0
665,MongoDB TX-thread-665,6332.76629447937,0
668,MongoDB TX-thread-668,6335.641622543335,0
700,MongoDB TX-thread-700,6327.221393585205,0
682,MongoDB TX-thread-682,6338.2391929626465,0
686,MongoDB TX-thread-686,6334.05065536499,0
656,MongoDB TX-thread-656,6352.064609527588,0
664,MongoDB TX-thread-664,6348.25325012207,0
117,MongoDB TX-thread-117,6554.713726043701,0
657,MongoDB TX-thread-657,6355.509281158447,0
669,MongoDB TX-thread-669,6349.729061126709,0
678,MongoDB TX-thread-678,6346.787929534912,0
701,MongoDB TX-thread-701,6334.859132766724,0
651,MongoDB TX-thread-651,6360.44716835022,0
671,MongoDB TX-thread-671,6354.216814041138,0
110,MongoDB TX-thread-110,7485.173463821411,0
118,MongoDB TX-thread-118,7483.083963394165,0
698,MongoDB TX-thread-698,7261.970996856689,0
769,MongoDB TX-thread-769,7238.812685012817,0
714,MongoDB TX-thread-714,7257.975101470947,0
688,MongoDB TX-thread-688,7265.519857406616,0
739,MongoDB TX-thread-739,7249.79043006897,0
785,MongoDB TX-thread-785,7235.860586166382,0
713,MongoDB TX-thread-713,7260.939359664917,0
814,MongoDB TX-thread-814,7263.073921203613,0
777,MongoDB TX-thread-777,7278.60426902771,0
119,MongoDB TX-thread-119,7527.580499649048,0
770,MongoDB TX-thread-770,7280.98201751709,0
736,MongoDB TX-thread-736,7294.259309768677,0
708,MongoDB TX-thread-708,7303.619623184204,0
123,MongoDB TX-thread-123,7529.754400253296,0
711,MongoDB TX-thread-711,7303.5852909088135,0
704,MongoDB TX-thread-704,7313.58790397644,0
705,MongoDB TX-thread-705,7312.429666519165,0
691,MongoDB TX-thread-691,7318.697214126587,0
674,MongoDB TX-thread-674,7331.640243530273,0
661,MongoDB TX-thread-661,7340.95025062561,0
114,MongoDB TX-thread-114,7546.828031539917,0
738,MongoDB TX-thread-738,7309.19623374939,0
707,MongoDB TX-thread-707,7318.556547164917,0
655,MongoDB TX-thread-655,7347.352743148804,0
712,MongoDB TX-thread-712,7324.344873428345,0
116,MongoDB TX-thread-116,7563.074827194214,0
696,MongoDB TX-thread-696,7339.677333831787,0
122,MongoDB TX-thread-122,7565.058708190918,0
667,MongoDB TX-thread-667,7359.671592712402,0
692,MongoDB TX-thread-692,7344.786643981934,0
694,MongoDB TX-thread-694,7343.785524368286,0
693,MongoDB TX-thread-693,7343.785524368286,0
697,MongoDB TX-thread-697,7344.125509262085,0
111,MongoDB TX-thread-111,7570.808172225952,0
681,MongoDB TX-thread-681,7354.31432723999,0
124,MongoDB TX-thread-124,7567.598581314087,0
666,MongoDB TX-thread-666,7363.4092807769775,0
120,MongoDB TX-thread-120,7569.800615310669,0
685,MongoDB TX-thread-685,7352.28967666626,0
793,MongoDB TX-thread-793,8211.491346359253,0
126,MongoDB TX-thread-126,8469.028234481812,0
779,MongoDB TX-thread-779,8245.761394500732,0
817,MongoDB TX-thread-817,8233.060359954834,0
960,MongoDB TX-thread-960,8187.748193740845,0
952,MongoDB TX-thread-952,8190.8278465271,0
858,MongoDB TX-thread-858,8226.103067398071,0
802,MongoDB TX-thread-802,8245.279550552368,0
953,MongoDB TX-thread-953,8192.959308624268,0
934,MongoDB TX-thread-934,8202.957153320312,0
805,MongoDB TX-thread-805,8246.45471572876,0
965,MongoDB TX-thread-965,8189.844608306885,0
821,MongoDB TX-thread-821,8241.499662399292,0
943,MongoDB TX-thread-943,8201.2779712677,0
958,MongoDB TX-thread-958,8192.244529724121,0
944,MongoDB TX-thread-944,8200.17147064209,0
941,MongoDB TX-thread-941,8202.514171600342,0
838,MongoDB TX-thread-838,8236.786842346191,0
816,MongoDB TX-thread-816,8250.602006912231,0
938,MongoDB TX-thread-938,8209.997415542603,0
919,MongoDB TX-thread-919,8219.162464141846,0
775,MongoDB TX-thread-775,8282.81283378601,0
915,MongoDB TX-thread-915,8238.600730895996,0
797,MongoDB TX-thread-797,8279.417276382446,0
979,MongoDB TX-thread-979,8236.013650894165,0
961,MongoDB TX-thread-961,8242.604970932007,0
876,MongoDB TX-thread-876,8277.161836624146,0
974,MongoDB TX-thread-974,8240.384101867676,0
808,MongoDB TX-thread-808,8300.620079040527,0
956,MongoDB TX-thread-956,8249.557256698608,0
986,MongoDB TX-thread-986,8237.265348434448,0
847,MongoDB TX-thread-847,8288.151025772095,0
882,MongoDB TX-thread-882,8278.157949447632,0
982,MongoDB TX-thread-982,8240.657567977905,0
932,MongoDB TX-thread-932,8262.328386306763,0
909,MongoDB TX-thread-909,8270.248651504517,0
927,MongoDB TX-thread-927,8264.663934707642,0
796,MongoDB TX-thread-796,8307.307481765747,0
931,MongoDB TX-thread-931,8264.819860458374,0
957,MongoDB TX-thread-957,8251.960515975952,0
937,MongoDB TX-thread-937,8262.24160194397,0
784,MongoDB TX-thread-784,8313.714504241943,0
917,MongoDB TX-thread-917,8270.264625549316,0
134,MongoDB TX-thread-134,9553.542375564575,0
1039,MongoDB TX-thread-1039,9214.406728744507,0
926,MongoDB TX-thread-926,9259.763956069946,0
959,MongoDB TX-thread-959,9243.714809417725,0
1045,MongoDB TX-thread-1045,9224.648237228394,0
136,MongoDB TX-thread-136,9570.764541625977,0
1044,MongoDB TX-thread-1044,9230.629205703735,0
975,MongoDB TX-thread-975,9256.29186630249,0
1034,MongoDB TX-thread-1034,9236.028671264648,0
881,MongoDB TX-thread-881,9293.957233428955,0
921,MongoDB TX-thread-921,9285.958051681519,0
1041,MongoDB TX-thread-1041,9239.563703536987,0
955,MongoDB TX-thread-955,9273.244857788086,0
888,MongoDB TX-thread-888,9298.63452911377,0
1042,MongoDB TX-thread-1042,9242.017984390259,0
963,MongoDB TX-thread-963,9272.471189498901,0
981,MongoDB TX-thread-981,9265.87986946106,0
988,MongoDB TX-thread-988,9263.420343399048,0
925,MongoDB TX-thread-925,9319.911241531372,0
1015,MongoDB TX-thread-1015,9283.995628356934,0
924,MongoDB TX-thread-924,9343.154430389404,0
128,MongoDB TX-thread-128,9641.818761825562,0
887,MongoDB TX-thread-887,9358.77013206482,0
132,MongoDB TX-thread-132,9643.90230178833,0
1035,MongoDB TX-thread-1035,9308.472633361816,0
877,MongoDB TX-thread-877,9369.563102722168,0
928,MongoDB TX-thread-928,9356.367349624634,0
983,MongoDB TX-thread-983,9334.560871124268,0
948,MongoDB TX-thread-948,9350.553750991821,0
1002,MongoDB TX-thread-1002,9331.678867340088,0
871,MongoDB TX-thread-871,9386.502265930176,0
935,MongoDB TX-thread-935,9367.38634109497,0
980,MongoDB TX-thread-980,9349.523067474365,0
905,MongoDB TX-thread-905,9378.944873809814,0
914,MongoDB TX-thread-914,9376.668930053711,0
962,MongoDB TX-thread-962,9357.409238815308,0
1198,MongoDB TX-thread-1198,10062.071323394775,0
1159,MongoDB TX-thread-1159,10116.793155670166,0
1043,MongoDB TX-thread-1043,10158.990144729614,0
1091,MongoDB TX-thread-1091,10143.535375595093,0
1199,MongoDB TX-thread-1199,10106.321096420288,0
1148,MongoDB TX-thread-1148,10124.641418457031,0
1136,MongoDB TX-thread-1136,10128.069639205933,0
1038,MongoDB TX-thread-1038,10163.415908813477,0
1193,MongoDB TX-thread-1193,10109.703779220581,0
1096,MongoDB TX-thread-1096,10143.13530921936,0
1051,MongoDB TX-thread-1051,10159.868240356445,0
1021,MongoDB TX-thread-1021,10171.530961990356,0
1171,MongoDB TX-thread-1171,10119.347333908081,0
1032,MongoDB TX-thread-1032,10184.179544448853,0
1196,MongoDB TX-thread-1196,10140.96188545227,0
999,MongoDB TX-thread-999,10216.729640960693,0
1011,MongoDB TX-thread-1011,10213.09232711792,0
1191,MongoDB TX-thread-1191,10149.704217910767,0
1014,MongoDB TX-thread-1014,10236.29879951477,0
1204,MongoDB TX-thread-1204,10172.635555267334,0
1135,MongoDB TX-thread-1135,10230.870723724365,0
1050,MongoDB TX-thread-1050,10266.430616378784,0
995,MongoDB TX-thread-995,10291.059970855713,0
1001,MongoDB TX-thread-1001,10288.838386535645,0
1208,MongoDB TX-thread-1208,10223.282814025879,0
1207,MongoDB TX-thread-1207,10224.478483200073,0
1006,MongoDB TX-thread-1006,10298.24161529541,0
1036,MongoDB TX-thread-1036,10285.875797271729,0
1149,MongoDB TX-thread-1149,10248.00181388855,0
1023,MongoDB TX-thread-1023,10291.653871536255,0
1194,MongoDB TX-thread-1194,10233.153343200684,0
1024,MongoDB TX-thread-1024,10292.036771774292,0
1010,MongoDB TX-thread-1010,10304.095029830933,0
1047,MongoDB TX-thread-1047,10291.492223739624,0
1195,MongoDB TX-thread-1195,10243.7002658844,0
1007,MongoDB TX-thread-1007,10311.943769454956,0
1025,MongoDB TX-thread-1025,10303.842306137085,0
1150,MongoDB TX-thread-1150,10264.888763427734,0
1153,MongoDB TX-thread-1153,10263.884782791138,0
1142,MongoDB TX-thread-1142,10268.356084823608,0
1046,MongoDB TX-thread-1046,10303.871154785156,0
1167,MongoDB TX-thread-1167,10261.716604232788,0
1138,MongoDB TX-thread-1138,10274.004697799683,0
1197,MongoDB TX-thread-1197,10254.291534423828,0
1205,MongoDB TX-thread-1205,10252.954006195068,0
1139,MongoDB TX-thread-1139,10275.77018737793,0
1202,MongoDB TX-thread-1202,10255.152702331543,0
1178,MongoDB TX-thread-1178,11076.813220977783,0
1282,MongoDB TX-thread-1282,11073.772192001343,0
1128,MongoDB TX-thread-1128,11128.487825393677,0
1200,MongoDB TX-thread-1200,11110.81600189209,0
1210,MongoDB TX-thread-1210,11107.553958892822,0
1240,MongoDB TX-thread-1240,11096.86255455017,0
1182,MongoDB TX-thread-1182,11119.855880737305,0
1145,MongoDB TX-thread-1145,11133.321285247803,0
1192,MongoDB TX-thread-1192,11117.15030670166,0
1303,MongoDB TX-thread-1303,11075.61731338501,0
1209,MongoDB TX-thread-1209,11118.667840957642,0
1201,MongoDB TX-thread-1201,11124.310970306396,0
1293,MongoDB TX-thread-1293,11091.437339782715,0
1127,MongoDB TX-thread-1127,11166.598558425903,0
1118,MongoDB TX-thread-1118,11169.753789901733,0
1294,MongoDB TX-thread-1294,11106.497287750244,0
1166,MongoDB TX-thread-1166,11156.448364257812,0
1315,MongoDB TX-thread-1315,11103.506565093994,0
1260,MongoDB TX-thread-1260,11122.066736221313,0
1206,MongoDB TX-thread-1206,11145.217180252075,0
1273,MongoDB TX-thread-1273,11121.08850479126,0
1147,MongoDB TX-thread-1147,11166.789531707764,0
1351,MongoDB TX-thread-1351,11091.277122497559,0
1248,MongoDB TX-thread-1248,11138.781309127808,0
1339,MongoDB TX-thread-1339,11109.74931716919,0
1345,MongoDB TX-thread-1345,11110.008478164673,0
1342,MongoDB TX-thread-1342,11110.756158828735,0
1264,MongoDB TX-thread-1264,11142.688989639282,0
1238,MongoDB TX-thread-1238,11151.591539382935,0
1283,MongoDB TX-thread-1283,11137.086868286133,0
1256,MongoDB TX-thread-1256,11146.435499191284,0
1298,MongoDB TX-thread-1298,11132.929801940918,0
1252,MongoDB TX-thread-1252,11149.954557418823,0
1346,MongoDB TX-thread-1346,11116.738319396973,0
1254,MongoDB TX-thread-1254,11154.226541519165,0
140,MongoDB TX-thread-140,11573.137044906616,0
1316,MongoDB TX-thread-1316,11134.708166122437,0
1349,MongoDB TX-thread-1349,11127.058744430542,0
1314,MongoDB TX-thread-1314,12043.08533668518,0
1341,MongoDB TX-thread-1341,12032.47046470642,0
1332,MongoDB TX-thread-1332,12093.00971031189,0
1257,MongoDB TX-thread-1257,12122.569561004639,0
1262,MongoDB TX-thread-1262,12121.371030807495,0
1398,MongoDB TX-thread-1398,12068.85838508606,0
1300,MongoDB TX-thread-1300,12108.903408050537,0
1355,MongoDB TX-thread-1355,12085.420846939087,0
1239,MongoDB TX-thread-1239,12131.047487258911,0
1307,MongoDB TX-thread-1307,12106.650352478027,0
1312,MongoDB TX-thread-1312,12104.886054992676,0
1241,MongoDB TX-thread-1241,12131.011486053467,0
1352,MongoDB TX-thread-1352,12089.537143707275,0
1269,MongoDB TX-thread-1269,12122.865200042725,0
1290,MongoDB TX-thread-1290,12115.18669128418,0
1296,MongoDB TX-thread-1296,12114.035367965698,0
1295,MongoDB TX-thread-1295,12114.035367965698,0
1343,MongoDB TX-thread-1343,12094.511270523071,0
1368,MongoDB TX-thread-1368,12084.804773330688,0
1318,MongoDB TX-thread-1318,12108.788013458252,0
1286,MongoDB TX-thread-1286,12119.280576705933,0
1271,MongoDB TX-thread-1271,12126.999855041504,0
1393,MongoDB TX-thread-1393,12079.691648483276,0
1268,MongoDB TX-thread-1268,12128.117561340332,0
1431,MongoDB TX-thread-1431,12066.97964668274,0
1305,MongoDB TX-thread-1305,12116.030931472778,0
1249,MongoDB TX-thread-1249,12135.29896736145,0
1267,MongoDB TX-thread-1267,12130.177974700928,0
1348,MongoDB TX-thread-1348,12097.869634628296,0
1444,MongoDB TX-thread-1444,12960.955142974854,0
1427,MongoDB TX-thread-1427,13030.147790908813,0
1362,MongoDB TX-thread-1362,13054.322481155396,0
155,MongoDB TX-thread-155,13510.150671005249,0
1418,MongoDB TX-thread-1418,13035.68148612976,0
1379,MongoDB TX-thread-1379,13049.252033233643,0
1447,MongoDB TX-thread-1447,13024.524688720703,0
1438,MongoDB TX-thread-1438,13031.469583511353,0
1544,MongoDB TX-thread-1544,13030.960083007812,0
1494,MongoDB TX-thread-1494,13055.655241012573,0
1367,MongoDB TX-thread-1367,13102.954387664795,0
1437,MongoDB TX-thread-1437,13076.612710952759,0
1394,MongoDB TX-thread-1394,13095.009803771973,0
1560,MongoDB TX-thread-1560,13025.817155838013,0
1452,MongoDB TX-thread-1452,13073.148965835571,0
1430,MongoDB TX-thread-1430,13082.332372665405,0
1454,MongoDB TX-thread-1454,13073.148965835571,0
1399,MongoDB TX-thread-1399,13094.653844833374,0
1401,MongoDB TX-thread-1401,13093.495845794678,0
1549,MongoDB TX-thread-1549,13032.89246559143,0
1461,MongoDB TX-thread-1461,13070.903778076172,0
1547,MongoDB TX-thread-1547,13034.386396408081,0
1486,MongoDB TX-thread-1486,13063.731908798218,0
1391,MongoDB TX-thread-1391,13099.221229553223,0
1554,MongoDB TX-thread-1554,13033.328294754028,0
1563,MongoDB TX-thread-1563,13030.143022537231,0
1551,MongoDB TX-thread-1551,13034.025192260742,0
1392,MongoDB TX-thread-1392,13100.386619567871,0
1541,MongoDB TX-thread-1541,13041.240930557251,0
1453,MongoDB TX-thread-1453,13077.431917190552,0
1550,MongoDB TX-thread-1550,13036.10348701477,0
1390,MongoDB TX-thread-1390,13101.389169692993,0
1492,MongoDB TX-thread-1492,13063.508987426758,0
1553,MongoDB TX-thread-1553,13035.491943359375,0
1487,MongoDB TX-thread-1487,13065.920114517212,0
1434,MongoDB TX-thread-1434,13087.672472000122,0
1557,MongoDB TX-thread-1557,13035.453081130981,0
1435,MongoDB TX-thread-1435,13087.672472000122,0
1485,MongoDB TX-thread-1485,13068.017959594727,0
1404,MongoDB TX-thread-1404,13099.901914596558,0
1414,MongoDB TX-thread-1414,13096.366882324219,0
