System,Transactions,Avg_Latency,Median_Latency,Min_Latency,Max_Latency,Total_Retries,Throughput,Gini_Fairness
MongoDB TX,2000,24819.93714737892,24969.99979019165,736.4630699157715,48594.96998786926,23,0.04029019066656274,0.32895842176174395
